23	64	94	18.7332905809	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
24	64	96	19.5132880008	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
25	64	98	20.1838791693	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
26	66	90	15.2434823547	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
27	66	92	17.5477867612	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
28	66	94	17.8469753978	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
29	66	96	19.5437380853	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
30	66	98	18.5967791675	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
31	66	100	20.7942261735	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
32	66	102	21.0856870294	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
33	68	102	19.7445022346	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
34	68	104	20.8042711038	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
35	70	100	21.0608023836	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
36	70	108	22.7384076406	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
37	72	104	20.9195545938	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
38	82	116	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
39	82	118	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
40	82	120	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
41	82	122	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
42	82	124	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
43	82	126	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
44	82	128	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
45	82	130	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
46	82	132	0.0	0.0	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	sph
47	90	142	36.8397399342	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
48	92	142	33.6298101981	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
49	92	144	34.110230866	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
50	92	144	79.5905386874	0.6	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	fiss
51	92	146	34.5933734787	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
52	92	146	80.7178714502	0.6	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	fiss
53	94	144	43.8528664465	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
54	94	146	35.0792303899	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
55	94	146	81.8515375764	0.6	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	fiss
56	96	144	45.5258252	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
57	96	146	35.5677940388	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
58	96	146	82.9915194238	0.6	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	fiss
59	96	148	36.0590569481	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
60	96	150	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
61	98	144	47.0704186309	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
62	98	146	33.6551198182	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
63	98	148	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
64	98	150	34.5796743102	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
65	98	152	35.0457031725	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
66	98	154	35.5142241795	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
67	98	156	35.9852307208	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
68	100	146	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
69	100	148	34.5796743102	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
70	100	150	35.0457031725	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
71	100	152	38.0509544781	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
72	100	154	34.7000439094	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
73	100	156	35.1566192462	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
74	102	150	35.5142241795	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
75	102	152	35.9852307208	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
76	102	154	36.4587162553	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
77	104	152	51.7258036872	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
78	106	154	36.0769163917	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
79	108	156	37.0067013038	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)	def
